id,label,text
721843841788207105,2016-sismoecuador.ids,@teleamazonasec: #TerremotoEcuador Federación Médica Ecuatoriana informa que 1657 profesionales de la salud se inscribieron como volunta…
500152455351783425,2014-ferguson.ids,@kodacohen: Looking for the man in the picture.  Any help  please direct message.  Thanks! #MikeBrown #Ferguson http
214434645473886209,2012-euro2012.ids,Oh fuck  is that how you repay my support Denmark? :( #EURO2012
218557573081735168,2012-euro2012.ids,Pues voy a jugar una final de la #Euro2012 con mi hermano! Forza Calcio! http
500871656773255170,2014-ferguson.ids,@jimlockwoodshow: Breaking a large crowd suddenly emerged at time of curfew #Ferguson. Crowd chanting hands off don't shoot
717966596132749312,2016-panamapapers.ids,@AurelioSuarez: Raro que mayoría de empresas de Colombia en #PanamaPapers se crearon luego de 2006 cuando se eliminó el impuesto de 7% d…
264757249967259648,2012-hurricane-sandy.ids,@rejectedjokes: Please help those affected by Superstorm Sandy – txt REDCROSS to 90999 to make a $10 donation. #SandyHelp #ILOVENY
552913194717437952,2015-charliehebdo.ids,"NPORTAL.no - Krwawy Atak Na Siedzibię Francuskiej Gazety #CharlieHebdo\". W Oslo Oddano Hołd Ofiarom: http"
553881350827421696,2015-charliehebdo.ids,@FranceDC: Why is satire so important in France and #CharlieHebdo such a symbol? Some elements of answer here. http
218438420312227841,2012-euro2012.ids,@dangerlow: If Italy win #Euro2012 and Diamanti plays  will West Ham claim that as theirs too?
501792522297806848,2014-ferguson.ids,@kevinokeefe: What’s truly shocking in #Ferguson is how well the media is taking its subjugation - @scottgreenfield http
521853099166949376,2014-hongkong-protests.ids,@hkdemonow: 1017 現場示威者表示無懼警察清場 Protesters say they are not afraid of police clearance #LIVE #UmbrellaRevolution #HongKong http
666561231176769536,2015-parisattacks.ids,@AseefaBZ: Im a Muslim and my prayers are with the French people. Islam does not condone such actions #Paris #JeSuisParis
499732808215322625,2014-ferguson.ids,@janetmock: The expediency and ease at which the #Ferguson police turnt up against protestors is terrorizing. We should all feel terrori…
594908548489875456,2015-nepalearthquake.ids,RT@AstroTerry: Looking down on the Himalayas Kathmandu &amp; Mt. #Everest  Praying for every1 affected by the #NepalQuake http
487656104529121280,2014-gazaunderattack.ids,@OnlineWorldTV: Amir and Mohammed  brothers  killed in Gaza during Israel's offensive #PrayForGaza #GazaUnderAttack http
665473009738760192,2015-parisattacks.ids,@FRAHandball: Nous appelons toute la famille du hand à être solidaire dans cette terrible épreuve qui touche Paris #PrayForParis http
652622038113251328,2015-refugeeswelcome.ids,@DeRozenDontCare: Nobody risks their lives on a boat like this bcos they've heard the UK will give them £36.95 a week #RefugeesWelcome h…
212443748586635264,2012-euro2012.ids,@m_donners ha!!! #Titch that's a nightmare?! Where did you run?! You watch England?! #Euro2012
553647646213423104,2015-charliehebdo.ids,@Channel4News: Will Self tells #c4news re Charlie Hebdo need to be aware free speech comes with responsibility http
592878715215998976,2015-nepalearthquake.ids,@AT&amp;T is offering US customers free calls and texts to #Nepal until May 16th. #NepalEarthquake #NepalQuakeRelief http
212290248879775745,2012-euro2012.ids,Seems senility has overcome Trapa if he truly meant what he said about McClean #Ireland needs all the help it can get #coybig #Euro2012
552911125772505090,2015-charliehebdo.ids,@poppydiary: #ChalieHebdo #JeSuisCharlie http
263408510157611008,2012-hurricane-sandy.ids,INFO: La tempete #Sandy a causé la mort de 13 Personnes aux etats-unis. La ville de new york est privée d'électricité.
580412218795249664,2015-germanwings-crash.ids,@YahooNews: No sign of terrorism in #Germanwings Airbus A320 crash  White House says. Live blog: http http
264110768482566144,2012-hurricane-sandy.ids,@AP: #NFL and players' union will donate $1 million to American Red Cross after storm: http #Sandy #ARC
501595868160487424,2014-ferguson.ids,@DNLee5: In case folks forgot or failed to know why people of #ferguson are upset: The cops don't seem to know how to police correctly o…
166359529955667969,2012-superbowl.ids,I absolutely #LOVE when the Patriots #Fail! #SuperBowl
665289803664068608,2015-parisattacks.ids,@SimreeDikule: les parisiens qui peuvent pas rentrer chez eux =&gt; #PorteOuverte des gens vous accueillent partout dans paris
487154389413814272,2014-gazaunderattack.ids,@ijassat: @kimheller3 Any decision by #EFF to probe envoy of #apartheidIsrael @ambassadorlenk on arms freebie? #GazaUnderAttack http
554332263572586497,2015-charliehebdo.ids,@Elysee: [#Vine] Durant la #MarcheRepublicaine le président @fhollande a tenu à apporter son soutien aux proches des victimes http
265761682733809664,2012-obama-romney.ids,@globovision: #titulares El Siglo: Obama y Romney en empate técnico http
665778962803597312,2015-parisattacks.ids,@iqbaale: #prayfortheworld not only paris  but also for Palestine and Syria. Sending my prayers to them. May Allah always protect them. …
500000799704223744,2014-ferguson.ids,@Politics_PR: #Ferguson: protesters hold peaceful march  militarized police aim guns at them ➡️http  #p2 #tcot http
554342086418653185,2015-charliehebdo.ids,Le boulevard Voltaire ne désemplit pas alors que la nuit tombe #MarcheRepublicaine #Libertéjécristonnom http
665512779651108864,2015-parisattacks.ids,Western TV #news stations seem to have those dodgy 'experts on terrorism' on stand-by  to talk rubbish when tragedy strikes. #ParisAttacks
500288770412130304,2014-ferguson.ids,@nycjim: Latest from #Ferguson: Police release photos of robbery before shooting of Michael Brown. http http
668496999193423876,2015-parisattacks.ids,"@WilliamsJon: #Belgium's PM @CharlesMichel: \"Precise information of imminent threat by several individuals at mulitiple locations  in sc…"
718490977435062272,2016-panamapapers.ids,@libe: De Messi à DSK  de Xi Jiping à David Cameron : retour sur une semaine de #PanamaPapers &gt;&gt; http http
266037387887509504,2012-uselection.ids,Mmm  retribution is tasty... RT @baratunde: Quick everybody turn on Fox News and just feel really good. #Election2012
666210763053400064,2015-parisattacks.ids,12  o'clock ............  #ParisAttacks #jesuisparis #R.I.P. #PrayForParis
215909121294209025,2012-euro2012.ids,"@MonishaMartins: From BBC Radio 5 \"Ronaldo has scored when #Portugal needed it  that is what greatness is about.\" - Well said Pat Nev ..."
323953724030611456,2013-boston-marathon-bombing.ids,"\"@ali_alshamsi: “@Jancey_: An 8 year old killed today! And for what!!?? #PrayForBoston http طفلة بريئة بأي ذنب قتلت\""
553118402320269312,2015-charliehebdo.ids,@n_andrieux: Pour n'oublier personne  car chacun d'eux compte et comptera #JeSuisCharlie! http
263913648400003072,2012-hurricane-sandy.ids,“@TIME: The hidden economic victims of Superstorm #Sandy | http (via @TIMEBusiness)”5555555
499907008536248322,2014-ferguson.ids,"@kupkakekami: RT @FSUswag: Everytime an officer says  \"I'm just doing my job \" I want to punch them in the face. So were the Nazi's #Fer…"
499765009829097472,2014-ferguson.ids,Exactly@edeweysmith: I hope ALL of my Evangelical Friends are watching &amp; RESPONDING to these injustices! SAY SOMETHING PREACHERS! #Ferguson”
552941582656503808,2015-charliehebdo.ids,@ROBZIK: Questa vignetta ci dice che oggi è l'11 settembre della libertà di stampa #CharlieHebdo #JeSuisCharlie http
166201457908006912,2012-superbowl.ids,@cruisinkidd: Gambling + Beer + Food + Family + Football + NY Giants = Tonight #superbowl
554334646448967681,2015-charliehebdo.ids,@David_Cameron: The #CharlieHebdo march was inspirational. Here I talk about tackling the poisonous ideology behind the murders: http
719764697625542656,2016-brexit.ids,"@BBCNewsnight: The #EUref debate can feel like a \"particularly vicious food fight\". Follow our live blog  http http"
214780470058168321,2012-euro2012.ids,@carruseldep: #Euro2012 Once de España: Casillas; Arbeloa  Piqué  Sergio Ramos  Jordi Alba; Xavi Hernández  Busquets  Xabi Alonso; Si ...
553437082862223360,2015-charliehebdo.ids,"@AxelleMesnil: \"C'était les Coluche de la presse\" #JeSuisCharlie"
265804603319259136,2012-obama-romney.ids,First Google search of the day #Obama #dougie http
263017494300721153,2012-hurricane-sandy.ids,Brb going to canoe across my backyard to get to my car.........#sandy
552795922502270976,2015-charliehebdo.ids,"@BBCBreaking: French President Hollande condemns \"barbaric act\" after #CharlieHebdo gun attack kills 11 http http"
705406343209951234,2016-brexit.ids,@OpenEurope: Flanders: long term EZ and migrant crisis make UK-Eu relationship difficult  but we have to work it out inside EU. #Brexit
263024413560160256,2012-hurricane-sandy.ids,"@BBCBreaking: Hurricane #Sandy \"moving quickly\" towards New Jersey - @NHC_Atlantic. Centre now 30 miles (45km) from Cape May. LIVE ht ..."
519388956124020736,2014-hongkong-protests.ids,MT @STForeignDesk: On #STAsiaReport: Mainland students in #HongKong indifferent or wary about #OccupyCentral protests http
703631276444688384,2016-irish-ge16.ids,@MartinaDunne4: How true!!  #GE16  http
445397907059916802,2014-stpatricksday.ids,"\"@Seleste2424: Fuck St. Patrick's Day  I'm wearing my @MileyCyrus shirt tomorrow! 😌💁 #stillcutedoe\" You know it!!! Represent!!!"
487765825349095424,2014-gazaunderattack.ids,@nenjja: Children in #London imitate the injuries of #Gaza children | #UK #PrayForGaza #Palestine #GazaUnderAttack http
595414812630323200,2015-nepalearthquake.ids,@Manojkaswa: #MSGHelpEarthquakeVictims nepal ke logoki andheri zindagiyo me uzala karne ke liye dera sacha sauda ke guruji ne food k sat…
665325528425992194,2015-parisattacks.ids,@bassem_masri: My heart is w/ #Paris at this moment.I am watching in horror as innocents are gunned down.My thoughts&amp;prayers are w/all #…
179838130944348161,2012-sxsw.ids,look who I literally just ran into... thankgod. @joyrheman @xwalkerwbx @benvoilowashere @ashleyhogrebe #SXSW http
666386082972454912,2015-parisattacks.ids,@PalmyraPioneer: #Urgent: 15 victim and the number of wounded civilians by #French aviation bombed several areas in #Raqqa yesterday. #S…
211902168477876225,2012-euro2012.ids,Have hardly noticed Jelavic! #euro2012
179973547085668352,2012-sxsw.ids,Funny or Die panel at #sxsw. http
667656543358291969,2015-parisattacks.ids,@BenBrownBBC: Calls for Parisians to make as much noise as possible tonight at 9.20 - one week on from #ParisAttacks - to fill the cafés…
501207253966663680,2014-ferguson.ids,Yo @Nelly_Mo @Tip ideas? “@jonswaine: Biggest barrage of gas so far. Multiple flashbangs  #Ferguson http
554677417412141056,2015-charliehebdo.ids,@Vicespain: Una misa atea  el homenaje de @bassileo a las víctimas de la masacre de #CharlieHebdo http http
262865391183867904,2012-hurricane-sandy.ids,@LucyKafanov: Wow. Satellite photo side-by-side comparison of Hurricanes Irene and #Sandy. Really puts things in perspective http ...
499756412180787200,2014-ferguson.ids,@kodacohen: Huge cloud of gas over Ferguson. #MikeBrown #Ferguson http
667437799671529477,2015-parisattacks.ids,@JulienPearce: Merci de m'aider à retrouver la jeune femme blessée que j'ai portée dans mes bras en sortant du #Bataclan. http
166215804025712640,2012-superbowl.ids,Love that dramatic orchestra music on gameday...make me wish I was playin #SuperBowl
718979749389819904,2016-panamapapers.ids,#PanamaPapers sheds light on global #corruption and abuse of power by leaders globally. #OnTheMedia http
722117816275623937,2016-sismoecuador.ids,@AmandaHidalgoA: #Gye @CristinaReyesEc y grupo de médicos están por salir hacia #Calceta sector sumamente afectado. Enviemos medicamento…
499793309318250496,2014-ferguson.ids,@YourAnonNews: Hey @GovJayNixon you might want to call in the national guard to rein in the #Ferguson police  and help the citizens of y…
263151898536861696,2012-hurricane-sandy.ids,#Hyderabad_City Storm Sandy makes landfall: Ten dead  Manhattan flooded  New York plunges i... http http
716706421098856448,2016-panamapapers.ids,@ALuizCosta: Joaquim Barbosa nos #PanamaPapers http http
262919447407378432,2012-hurricane-sandy.ids,Its never good when my town is already started to flood and it hasn't even started to rain yet #wind #tide #sandy #pequa
597649636275400704,2015-nepalearthquake.ids,Let Us Help #REBUILDNEPAL #NEPAL #EARTHQUAKE. Bantu @AkupunkturBdg Bangun Sekolah di Nepal http http
665517166276575232,2015-parisattacks.ids,@GabiButlerCheer: Paris turned out the lights as a sign of mourning  but the rest of the world lit them again.   #PrayForParis http
666572787063107584,2015-parisattacks.ids,@NewsOnTheMin: Exclusive video from @LePoint allegedly shows hotel room where men prepared #ParisAttacks http http
665684905406234624,2015-parisattacks.ids,"@jimsciutto: \"There is nothing to indicate the terror threat is over\" Paris Dep Mayor Klugman tells #CNN just now #ParisAttacks http"
